id,host,vulnerability,risk_score
c64fb536-e72b-4b31-8b0c-9948c2723eeb,247.43.14.156,Apache Struts2 Remote Command Execution,37
32cd7812-2ac7-4df2-b0b6-a9810f0c83d2,126.36.151.232,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),41
e6b90ae0-a7c6-454d-b5dc-52ddd0a47870,250.214.231.97,Insecure Kentico version 8.1 is running,59
55ae2fa6-1792-4bfc-8dca-4eb057f4c501,181.21.80.77,Insecure .net framework 4.0,65
beb07e51-fe0e-4ac0-8489-de5c81aebcb1,182.40.254.174,Brocade Fabric OS Default Credentials,42
f7e9e718-5964-43b2-8a01-6d8c68d367c5,175.170.23.82,Insecure Kentico version 8.1 is running,16
6ac02679-0b07-4ef7-b861-f635c89765fa,36.255.40.37,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),31
809765f6-c8fb-4c49-bb56-b29fb7c56b03,154.145.164.49,Oracle WebLogic Server Plug-in Remote Overflow (1166189),84
d58a3a7b-3bca-4274-b335-4a17a77d19de,164.14.26.124,MailEnable WebMail Detection,46
5bff73a5-486a-48d9-81b1-d979b45737b1,79.236.16.184,Oracle WebLogic Server Plug-in Remote Overflow (1166189),50
69accf02-f3ee-4c7d-95a2-74e7833f5f3f,252.87.7.60,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,35
bbbf737a-0b76-4d9d-9b34-440c24b9dff4,26.99.127.81,Oracle WebLogic Server mod_wl POST Request Remote Overflow,3
7dffc751-5289-402d-a691-027ad69fa9de,107.16.154.116,Insecure Apache version 2.2.15,70
46ed5e97-acde-4794-b8bd-5190cb0f304a,142.213.113.99,Oracle WebLogic Server Plug-in Remote Overflow (1166189),66
9b413685-fa1e-4ce0-82c2-32c7be7b71c6,141.228.196.167,Unsupported Cisco Operating System,30
e466cf9a-6c21-47bd-89ef-f3455833777f,244.138.124.30,BSD Based FTP Server Multiple glob Function Remote Overflow,33
82c1178e-8aa6-479a-b651-1986fe4398d1,19.50.38.199,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,15
e72f92fe-cbaa-446b-9b96-ab9337714a53,138.12.72.25,Bind Shell Backdoor Detection,29
eedccbc8-df2f-4516-80cc-2fa783d41613,207.71.129.141,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,35
56292e1c-0cf3-4647-8330-93ef9fb63ce6,207.71.129.141,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,13
1d441847-a95a-4f44-a897-db2d0a52024b,121.211.230.69,Docker remote API detection,19
ee10f16f-706d-4fcb-a8b9-228dde47013c,180.102.103.25,Brocade Fabric OS Default Credentials,54
8bb6888e-04bf-42d0-b8f8-c485917b2c33,6.161.15.9,Insecure Apache version 2.2.15,85
9c161f4a-0620-46d4-951e-c393093f10a6,197.23.26.94,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,19
a85e722e-5698-4f2f-9938-09712f335f7d,198.91.180.130,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,76
a12ed44c-4d44-4559-aa63-65103268051a,198.57.5.185,Docker remote API detection,21
f6f89ce4-351f-47ed-a7dd-30c4412f0295,47.155.151.168,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,6
03355836-7f87-458f-b2c9-48a8b0c64ac8,54.180.150.99,Microsoft Windows 95/98/ME Unsupported Installation Detection,64
67547645-33d8-477a-ba82-4576a568ec40,229.150.18.196,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,38
514af0af-c4fe-48c4-861c-c1ffd570dd96,247.188.251.151,Bind Shell Backdoor Detection,24
c2ac853a-9027-4210-9972-5a657f18d947,44.166.191.146,MailEnable WebMail Detection,53
f58ca2a6-0ab3-4741-8fb4-42dbee4262e0,145.171.136.33,Account Takeover via Forgot Password,11
97363e27-8f47-4a55-a927-14f7726a995c,51.168.253.103,Insecure .net framework 4.0,99
458d43af-c824-4a56-9b07-8c531161c356,107.16.154.116,Microsoft Windows 95/98/ME Unsupported Installation Detection,73
01cbf3ef-1390-4eb0-b01d-651d7d4d4f1d,67.154.247.254,MailEnable WebMail Detection,87
f467c0ef-d53d-49e4-a226-0767a72173db,233.195.3.250,Apache ActiveMQ Detection,16
e26275c2-6957-48bc-aa41-9ca33b23a17f,155.131.235.41,Unsupported Cisco Operating System,58
9bffc6a0-1cc1-4d63-b09c-a098cdc1494a,121.211.230.69,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,29
ca33ec44-5bb1-4c15-8595-41a9933af0bd,181.24.154.24,Brocade Fabric OS Default Credentials,61
9f6ff947-59f7-486a-9005-5ed3670b52c2,197.23.26.94,MailEnable WebMail Detection,31
b1c92aaf-94d7-485b-93b7-0868cb8499e6,154.13.22.62,Bind Shell Backdoor Detection,34
d761dc3a-d3a4-4fa3-8a16-452f42894b97,181.179.110.69,Exposure of Application source code, config files and credentials,86
b4e75ff7-c311-45ed-bd93-a54181b166dd,154.145.164.49,File Content Disclosure /etc/passwd,76
06845133-64a9-4fda-9c25-78f5a9855284,126.36.151.232,NTMail3 Arbitrary Mail Relay,98
f4a06f0b-725f-4d21-9f0c-ec1d787628eb,6.161.15.9,Oracle WebLogic Server Plug-in Remote Overflow (1166189),21
ca465776-033a-4344-be18-787f2440cea3,212.102.177.184,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,44
3fa606c7-21be-4657-8f84-226e1db0290e,217.134.103.175,Insecure Kentico version 8.1 is running,22
fc7c6cff-b50d-45ed-8c83-e9c251227e5e,86.200.196.38,Oracle WebLogic Server Plug-in Remote Overflow (1166189),31
6537931b-8e8d-44ba-8e14-67d70aa75fde,151.112.186.5,Oracle Error Log Found,30
c7a9fcf5-0600-44de-8899-db833a92f340,56.205.227.49,File Content Disclosure /etc/passwd,23
41ed74b2-b4f5-4576-8a28-75fd5cf176e7,126.5.84.81,Mozilla Firefox < 84.0,48
295ddd71-357b-41c8-8013-1129f461a4fe,181.179.110.69,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),35
a20e0b5e-221c-4804-b6e0-b688b6be7556,146.147.171.162,Account Takeover via Forgot Password,55
cddb62b1-b08b-4659-80ab-b4a1516f5a95,126.5.84.81,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,40
ce5a3099-066e-4f21-b262-89e96f9f76ef,181.24.154.24,Mozilla Firefox < 84.0,99
ebec92d2-adb9-4b2a-b7af-4933d1788727,247.188.251.151,Brocade Fabric OS Default Credentials,23
371abc0b-7224-4d09-8ade-482baf3b847d,207.71.129.141,Oracle WebLogic Server Plug-in Remote Overflow (1166189),60
76454356-605b-4333-96f0-d1b63cafc269,141.142.147.13,Unsupported Cisco Operating System,91
76a6b533-7a1d-49b8-8545-881a72bc6ff9,233.195.3.250,Unrestricted File Upload,79
efae92df-6c0f-4fb8-92f8-5ce934442328,138.12.72.25,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,81
188e7edb-dc22-4964-956a-5dfa0838d745,141.228.196.167,Unrestricted File Upload,7
031fd149-6f48-4b93-9e19-3dc47fc353bb,155.131.235.41,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,32
6618c693-aae7-4de5-8e0a-d265e7f9e366,181.179.110.69,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,9
5c7de71d-3d5d-4c84-9b5c-65126543d3a9,5.133.140.157,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),22
2ae78d27-8288-45f7-82d8-74c13644747d,112.16.39.54,Exposure of Application source code, config files and credentials,42
b3704e30-1bba-435c-bcfe-0e74799122f9,126.5.84.81,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),33
0f4644b2-c5e7-4aaa-8afe-d1cfeb586a87,13.159.59.220,Account Takeover via Forgot Password,73
f02436fa-c32f-48cf-8175-b3b2b5f3b33f,2.128.80.100,Microsoft Windows 95/98/ME Unsupported Installation Detection,80
939c5b00-cc8e-4ab7-a725-841d863b7042,211.184.178.166,Insecure Kentico version 8.1 is running,65
f180eca9-5efd-4b5e-91f3-615a124b0200,146.147.171.162,Unsupported Cisco Operating System,12
f402a787-b5fc-43da-a12b-4c263733b64b,44.166.191.146,Unrestricted File Upload,32
c78e36cb-0053-4be6-8583-090f5c27cad2,181.24.154.24,Password Spraying Attack,42
96f6eee1-d5ed-49c9-adf0-b7cf3b5ef26a,54.180.150.99,Oracle WebLogic Server mod_wl POST Request Remote Overflow,92
e49ca712-54cf-41d8-b9f5-169982455822,250.162.228.163,Oracle Error Log Found,51
d238ab91-704f-44dd-9ce6-358bca2a3604,19.50.38.199,NTMail3 Arbitrary Mail Relay,57
ad847caa-0476-488c-afb1-0ac8ceed7674,154.209.44.93,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,64
340a6028-f36a-4248-af4b-d992ccabeb8f,55.241.9.100,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,54
367fc7dd-9210-4212-b745-3855e68af872,191.171.55.73,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,2
94e54b5a-4e5e-4e84-aae0-5758056f2431,211.184.178.166,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,65
ef742074-e046-4d89-b4e4-cee84781287d,54.180.150.99,Insecure .net framework 4.0,18
28314036-4e20-4caa-a61d-82dad8dd0e3b,45.78.175.158,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,83
af8e533d-ac07-42e6-a3cc-ce1b99bd5635,133.65.176.198,Microsoft Windows 95/98/ME Unsupported Installation Detection,50
eb5c64f0-8c99-4f5d-87ad-96aed0870012,83.116.69.102,Oracle Error Log Found,97
f5bf7a54-ba96-4830-8afa-b43a4451133e,205.94.93.59,Brocade Fabric OS Default Credentials,55
6ff43da1-c08f-4633-9e9e-00f64a6fd515,201.162.72.23,Apache ActiveMQ Detection,92
619eece9-fffe-44d5-bec6-39c13c49956b,67.154.247.254,Account Takeover via Forgot Password,54
60c0bfe9-70af-49e6-be2b-bb777a6f0575,198.57.5.185,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),8
cd95b9b7-e900-4c63-b146-d86f9f4f04c2,36.255.40.37,Unsupported Cisco Operating System,15
a41f9233-ef82-4f9f-9d95-c320d465d008,38.31.109.190,BSD Based FTP Server Multiple glob Function Remote Overflow,48
d3a4c420-d00e-4a93-8079-b0b7e8165320,121.211.230.69,Password Spraying Attack,48
95cf151b-1444-475d-a49d-fe3376f19015,112.16.39.54,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,71
b457c9bf-83a4-486c-8522-2f2c62c0e98f,211.184.178.166,Apache Struts2 Remote Command Execution,42
5a66cf04-fd88-4393-bf7e-5a6d0b608d9a,181.24.154.24,Mozilla Firefox ESR < 78.6,73
b9ffcc81-60bc-4ffd-9629-26396893c424,75.1.229.101,File Content Disclosure /etc/passwd,64
c21f9c12-d576-4d91-9508-5d45a209b821,75.138.147.132,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,46
5ee7b8a0-f7c9-4e18-b97e-6ad50cbcad16,138.12.72.25,Mozilla Firefox ESR < 78.6,16
06de19c1-e588-4a7e-97e1-50ea5a1c7a01,155.131.235.41,Unrestricted File Upload,14
4c24f5c9-ded7-4ca4-841e-73be25f4fad2,154.145.164.49,Microsoft Windows 95/98/ME Unsupported Installation Detection,21
b46c424f-7ab4-4430-be95-bedac9ec4654,55.241.9.100,Oracle WebLogic Server Plug-in Remote Overflow (1166189),25
9da58983-473c-4d5d-98d8-6def3fc0ea36,167.57.156.22,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,30
aa97af99-518f-4dcc-8e7e-77e20e479d46,155.131.235.41,MailEnable WebMail Detection,78
ad01ca73-39c3-495c-b77e-f187cc1c409e,138.12.72.25,Docker remote API detection,22
8f29548c-7640-45dc-a222-5d039667ea73,181.21.80.77,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,87
c94acec5-ff3a-4a81-ae79-3572f8a9bde6,126.5.84.81,Exposure of Application source code, config files and credentials,14
56b52458-97a9-4540-93a7-946997b8276c,201.162.72.23,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,20
d6655379-f113-4ad6-a022-18edc29d4cd1,246.79.17.248,Account Takeover via Forgot Password,56
332160e2-7a4e-42d5-96df-7f35b29e6c56,199.60.39.105,Mozilla Firefox ESR < 78.6,63
b32edd44-d4f3-446c-bf6d-7d03302d6b44,95.81.122.187,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),65
5c0f06b6-6f54-4459-871d-04b949a71c9e,47.61.89.232,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,68
65c36429-bcd0-4a34-8a43-0c35c936583f,205.94.93.59,Insecure .net framework 4.0,19
59b9fd28-4627-491e-bd34-20571bf4221e,56.205.227.49,NTMail3 Arbitrary Mail Relay,19
ec203b6b-347a-43b6-aba9-33cdca0089b6,154.13.22.62,Apache Struts2 Remote Command Execution,54
d2db4bc9-2ef6-4ff7-ac42-821c6ae972fa,56.205.227.49,MailEnable WebMail Detection,60
3c52628b-1730-416a-a83e-f9f7e70bbf88,138.12.72.25,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),80
4a9c2227-8922-47ef-a3d1-82a5fa310aae,45.78.175.158,File Content Disclosure /etc/passwd,78
91ca14f8-d82c-4e91-b9a8-f0ece6157209,154.145.164.49,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),3
af5834b3-74f8-4f53-8ff6-5d4552642b6c,233.195.3.250,MailEnable WebMail Detection,50
c9ad189b-e908-4691-b636-832deb6b49d5,58.111.122.197,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),69
b3b3af8d-ade7-4f6a-b4ad-a3763fd624d4,26.99.127.81,Insecure .net framework 4.0,66
4ee4167e-ac97-4a11-88e3-696518c677a7,155.131.235.41,Exposure of Application source code, config files and credentials,2
1fad8027-a611-4288-bbfc-a6dcf85fba07,6.161.15.9,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),2
ec430130-7bc5-4f7e-8723-d87c0ff92c95,41.254.253.138,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,94
93572b85-c467-4705-b568-078b40c310e5,145.171.136.33,Account Takeover via Forgot Password,39
ea73aded-67fa-4f29-aa44-7a734d90248d,237.22.69.187,Exposure of Application source code, config files and credentials,52
f1076ef1-c3d9-4d3f-9b86-ce67a6606758,44.166.191.146,Bind Shell Backdoor Detection,67
4bce6e14-055a-47d9-b8a9-cf6e1537d700,27.147.81.61,Apache ActiveMQ Detection,60
70f91935-ab5c-497d-8af7-56734d143c2c,86.200.196.38,Oracle WebLogic Server Plug-in Remote Overflow (1166189),93
df41037b-f9d9-4a91-a034-38d0c3c0fded,253.26.79.44,Microsoft Windows 95/98/ME Unsupported Installation Detection,83
7481ed2d-bd8a-4ec3-a445-cc74e3e7ac02,67.154.247.254,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,4
2d697988-2b9e-42f5-a25b-9fa31d17dfee,126.113.182.55,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),1
b349d104-3532-4f87-8fbe-379d996e18d2,141.228.196.167,Insecure Apache version 2.2.15,4
aaa2b572-e9d3-454d-9622-4f5eb5094dc1,244.138.124.30,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,38
031d82ba-2b59-4689-b93e-fd90fb885a4a,84.114.78.176,Unsupported Cisco Operating System,19
0ac07003-220b-46af-aac2-20c24c143853,83.116.69.102,Oracle WebLogic Server Plug-in Remote Overflow (1166189),24
2a8f866b-3010-4136-b673-5dbe73a30a44,247.43.14.156,Bind Shell Backdoor Detection,2
e9136dd3-9848-4ef9-a530-51b1e406221b,211.184.178.166,Apache ActiveMQ Detection,92
5aff1e71-ffa9-4506-9f7a-058716a6fde4,164.14.26.124,Apache ActiveMQ Detection,94
c2fea47d-893a-429b-8d08-d8ac19a6a62b,231.113.228.43,Password Spraying Attack,4
9e597be7-9ae5-4693-b50f-89a50e2f6e3a,112.16.39.54,Unsupported Cisco Operating System,8
b585d1af-4e00-4062-8b27-a009b3c6ad25,55.38.105.171,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,51
fb346d60-7b93-4641-98ea-f55a6718a130,180.102.103.25,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,26
c579eeda-a0ec-460d-9ad5-a5f31938031e,198.91.180.130,Account Takeover via Forgot Password,32
b7724674-ed55-4311-a07b-e55adb274911,199.60.39.105,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,62
f66e7330-808a-4c77-9401-0567374c6c02,142.213.113.99,Exposure of Application source code, config files and credentials,32
2142d28b-2e29-414c-96e0-0f9bece4e8e6,112.16.39.54,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,60
0062a38e-1325-4337-83bd-4a999bf99b53,101.114.118.123,Exposure of Application source code, config files and credentials,29
2383a8be-30cb-42ec-8ed9-e970983e6a88,75.1.229.101,Docker remote API detection,32
22e6c95c-8149-415a-a254-e8e205e98b6c,167.24.211.35,Temporary File Download,9
3428e7c6-dee7-46f5-8b3f-048cbd922bb4,126.36.151.232,Temporary File Download,3
009fe5c4-e185-40ff-8074-a563bacdfd50,211.184.178.166,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),9
721eb508-6e0d-47bc-b961-f2c2f9762267,142.213.113.99,Insecure Kentico version 8.1 is running,86
a50404ad-9ba9-40f7-b3b5-c3db1bb06cea,38.31.109.190,MailEnable WebMail Detection,16
d1160afe-ab9e-4ed5-9d3b-3bc10bc06899,233.195.3.250,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),10
8ef1c75c-db08-4ffb-abe8-b988653c1c19,247.188.251.151,JBoss Java Object Deserialization RCE,59
13c9bd0b-85f2-4c2b-b47d-4c63ab14c71e,247.43.14.156,BSD Based FTP Server Multiple glob Function Remote Overflow,33
86eb2a29-59bf-432a-ac08-7ad2f1988565,169.185.46.18,Bind Shell Backdoor Detection,25
7e34b640-33da-451c-bac8-32629513e9f7,107.16.154.116,Unsupported Cisco Operating System,95
69905a8c-e119-4b76-8cba-2a9e5b04b738,146.147.171.162,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,74
9bf667f6-7872-480a-9998-4875d34aac91,141.142.147.13,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,69
d406b993-febe-4332-b860-14d5379394ca,47.155.151.168,Account Takeover via Forgot Password,24
60af2fe4-1b2e-466b-a00b-f260869d222c,37.46.227.136,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,8
3733bbfc-dd6b-40fb-add9-b3873017df7e,86.200.196.38,Unsupported Cisco Operating System,92
16171438-0363-4f2a-9b1d-1db46a97830e,181.24.154.24,Exposure of Application source code, config files and credentials,30
c35aea12-2884-4c62-a678-5fefea072d46,42.57.236.209,Microsoft Windows 95/98/ME Unsupported Installation Detection,50
f0e0347e-dc5d-4784-bc35-8bab8f3dfd1e,198.57.5.185,Apache ActiveMQ Detection,79
535e89af-bd8a-4402-bb17-daf702a6f4c0,233.195.3.250,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,19
1abe38cd-dfe5-4efa-bae0-50ae001734b1,94.155.9.209,Exposure of Application source code, config files and credentials,67
05953b0b-112c-498c-aee1-1ae195675e21,217.134.103.175,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,6
e2a7c993-e4cd-49eb-bd1b-efdcb78dbf76,182.40.254.174,Account Takeover via Forgot Password,43
81ff5842-3427-4e55-8100-619f152570f5,180.102.103.25,MailEnable WebMail Detection,11
e214d43c-daab-4a43-956e-6adebcbe067d,6.161.15.9,Unrestricted File Upload,51
762f6745-1d87-4464-b0b0-8d4d259d07c8,36.255.40.37,Oracle WebLogic Server mod_wl POST Request Remote Overflow,33
6d6558c2-97f0-4cd5-a627-f2f24610489a,47.61.89.232,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,29
83723cb7-4757-4998-84c7-7194b84a18c6,142.213.113.99,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),62
c7852f4c-e2ab-4e52-895b-d4f2e619d4e8,231.113.228.43,Brocade Fabric OS Default Credentials,78
0b102d10-3b53-48a0-af51-2e5a7037ed30,225.179.77.238,Apache Struts2 Remote Command Execution,68
3ec76892-e835-4cfb-b7ed-76a72d61a2d0,197.227.236.56,Unrestricted File Upload,51
38962a26-0e16-468a-b0c0-d21b7add2e6f,41.254.253.138,Password Spraying Attack,17
8c304f67-386e-4f93-a02a-76212017ca78,60.251.44.235,Oracle Error Log Found,35
91a74974-25a3-4ea3-b66a-eb28497abea3,26.196.44.255,Insecure Apache version 2.2.15,1
48d0b515-0a38-460f-9275-8d13ce6c864e,191.171.55.73,Insecure Kentico version 8.1 is running,80
ead70f71-d2c4-4af5-9ed2-f55d81ac85bf,141.236.126.203,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,23
cb0c7905-3c37-43d6-9f94-5040bf66d44a,45.104.33.10,Oracle WebLogic Server Plug-in Remote Overflow (1166189),75
befd9642-2d66-442c-90b2-2f4bb35919c9,27.154.20.223,Insecure Kentico version 8.1 is running,74
28f849ef-f25e-4dba-b631-819652a73f13,27.154.20.223,Insecure Apache version 2.2.15,98
c7291051-9847-497e-b380-910547c4f446,126.113.182.55,Bind Shell Backdoor Detection,62
83d7724d-1cfc-43f5-884e-6c6ceb183456,83.116.69.102,Account Takeover via Forgot Password,40
8072bfbc-ef7d-4a44-8a34-3ae7a970d5f6,141.236.126.203,Temporary File Download,13
0e5a3e02-1ef2-4268-88ad-06a086a94630,205.94.93.59,Insecure Apache version 2.2.15,28
397b65b9-a196-436d-9bd7-e6079eb8f3d6,94.155.9.209,Mozilla Firefox < 84.0,83
301caabf-0009-4db9-8871-03f940d02b75,60.251.44.235,BSD Based FTP Server Multiple glob Function Remote Overflow,91
77ded8c6-9e68-4153-8b5e-ac6442b30e9d,67.154.247.254,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,70
b41ddb9a-284b-4c26-8598-44afd307c2e1,120.62.59.184,Insecure .net framework 4.0,41
947aa71d-e77b-4252-8520-764a5a85a676,27.147.81.61,Mozilla Firefox < 84.0,60
2315c630-4ea8-44b5-8c0e-d827585e1aaf,220.115.45.12,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,85
47599c24-3dce-47a1-8fe7-071ee90c3dde,182.40.254.174,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),53
f9324766-c48a-44bf-b0e4-c555ea95b9d8,212.102.177.184,BSD Based FTP Server Multiple glob Function Remote Overflow,5
cc2b8660-7ac4-41dc-8177-1496a3fbcd61,141.236.126.203,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,92
1712ffc5-b675-4cbb-9e65-85d807af9bbe,220.115.45.12,Exposure of Application source code, config files and credentials,42
eb1af36f-048b-4a82-a2e6-0d8eb31796a3,155.131.235.41,Oracle WebLogic Server mod_wl POST Request Remote Overflow,43
322e05ee-046a-425f-adf3-e4e7feb63dd3,197.227.236.56,Unrestricted File Upload,26
1bd0e077-667a-4311-85d1-bae19a9f06e3,5.133.140.157,Insecure Kentico version 8.1 is running,35
9b595db9-d19f-4470-8b6d-2bf2a787bc1f,250.214.231.97,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,40
0e35c23c-e26b-422c-974d-7fc7d31c11c9,56.205.227.49,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,45
c7854b45-e256-4766-9e77-8d4196b4fa3b,182.40.254.174,Temporary File Download,24
5b70e5d7-344a-4f75-b21b-7d1ddf00f211,120.62.59.184,Password Spraying Attack,47
f74bbd9c-9523-48b6-af64-9ca8040d3c62,175.170.23.82,Temporary File Download,38
91537b6e-ba72-4e09-9c64-f6756535d07a,126.36.151.232,Mozilla Firefox < 84.0,17
ded5c432-3a2a-407e-a88b-118adfbaee72,107.16.154.116,Insecure .net framework 4.0,6
cebe905b-139d-4117-9309-c81e8f821c87,199.60.39.105,Insecure .net framework 4.0,66
0dd08ab7-0c97-4c1f-b112-34bfb36c6e6d,246.249.104.153,Insecure Apache version 2.2.15,79
279ee552-d2db-45db-a664-83d4e4e8956f,145.171.136.33,Unrestricted File Upload,44
d81925ff-5af4-447f-b429-addb4d999aca,112.16.39.54,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,46
da146a4a-5fdf-409a-b825-02fcc1bd7b8d,201.162.72.23,Account Takeover via Forgot Password,24
7c56c6ea-d423-4fd6-bc37-d13567f5110d,120.62.59.184,Password Spraying Attack,49
a381833a-1db7-40d1-a3d4-d9b00342a432,45.78.175.158,Oracle WebLogic Server mod_wl POST Request Remote Overflow,93
63b766cd-a9bb-4b72-a424-cd2ba97717d7,67.117.168.250,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,67
ee1fb4c5-cf8f-4233-8af4-9dcb67e684ba,120.62.59.184,Docker remote API detection,69
e26adaea-d3a0-4846-8baf-7863ca2b1ca8,229.150.18.196,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),96
7bdb4b5e-88ab-4d18-98b2-f5d5d5bc3549,233.195.3.250,Temporary File Download,20
e54a1d12-572e-4f2b-8838-91fd78c0f3ee,37.46.227.136,Password Spraying Attack,82
8d146533-4870-4fd2-9073-2447083da720,233.195.3.250,Bind Shell Backdoor Detection,93
2e4ee8dc-16b9-4744-89fa-ccacd2004849,86.200.196.38,Temporary File Download,67
eda65fd4-b251-4905-a466-f6fb7938d95b,140.167.176.203,Mozilla Firefox < 84.0,43
ec16f9e7-3224-44ab-b0bf-a7de85ae05d0,45.78.175.158,Password Spraying Attack,10
fc640c03-cc25-4c04-86a4-d2aaea3551aa,67.117.168.250,Mozilla Firefox < 84.0,92
4f8d4960-76aa-4e90-9105-345d11fd072d,253.26.79.44,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,21
1e3abd18-ceab-4813-8cc0-58ecb47d2565,138.12.72.25,Account Takeover via Forgot Password,49
7c80f306-ea29-41b8-9726-28e708fc5455,141.236.126.203,Oracle Error Log Found,39
a73ebe64-f6e4-462d-86cb-3c23ef6808cf,237.22.69.187,Mozilla Firefox < 84.0,21
ee2523ab-3f15-4b05-bf7c-12f50521e326,197.227.236.56,Apache Struts2 Remote Command Execution,22
6b7b5aef-5383-45a2-a264-d890fa3a676b,13.159.59.220,Exposure of Application source code, config files and credentials,39
7b186e6d-c9fe-4ee1-9d23-de407a10e5f3,154.145.164.49,MailEnable WebMail Detection,50
c690c4ce-a662-4651-9408-ba215bb8eb67,58.111.122.197,Oracle WebLogic Server mod_wl POST Request Remote Overflow,2
59dc26ad-cf9d-4fc7-9197-f31470a7d1c6,181.21.80.77,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),15
4f9b23bc-58a0-46b0-9f40-d1aac3426c3a,175.170.23.82,Unrestricted File Upload,31
1c64ca5a-36d6-49e6-939a-26aea020007f,164.14.26.124,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,58
74bc55d4-6831-400c-b978-18ab3c230d4b,126.36.151.232,Insecure .net framework 4.0,32
8e26ecfa-cafe-4e6f-a244-58cada8490ca,198.91.180.130,Unsupported Cisco Operating System,25
